fx|fy|penalty|alpha|iter|ee|ev|verdaderos_negativos|falsos_negativos|falsos_positivos|verdaderos_positivos
worst smoothness|mean symmetry|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|elasticnet|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|elasticnet|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|elasticnet|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|elasticnet|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean symmetry|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|None|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|None|1e-05|100|0.435|0.46153846153846156|145|1|225|29
worst smoothness|mean texture|None|1e-05|1000|0.455|0.47337278106508873|145|1|217|37
worst smoothness|mean texture|None|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|None|0.001|100|0.435|0.46153846153846156|145|1|225|29
worst smoothness|mean texture|None|0.001|1000|0.455|0.47337278106508873|145|1|217|37
worst smoothness|mean texture|None|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|None|0.1|100|0.435|0.46153846153846156|145|1|225|29
worst smoothness|mean texture|None|0.1|1000|0.455|0.47337278106508873|145|1|217|37
worst smoothness|mean texture|None|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|None|10.0|100|0.435|0.46153846153846156|145|1|225|29
worst smoothness|mean texture|None|10.0|1000|0.455|0.47337278106508873|145|1|217|37
worst smoothness|mean texture|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|l1|1e-05|100|0.44|0.46745562130177515|145|1|223|31
worst smoothness|mean texture|l1|1e-05|1000|0.435|0.46153846153846156|145|1|225|29
worst smoothness|mean texture|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|l1|0.001|100|0.465|0.4970414201183432|144|2|212|42
worst smoothness|mean texture|l1|0.001|1000|0.4175|0.44970414201183434|145|1|232|22
worst smoothness|mean texture|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|l1|0.1|100|0.5125|0.5443786982248521|143|3|192|62
worst smoothness|mean texture|l1|0.1|1000|0.4225|0.44970414201183434|145|1|230|24
worst smoothness|mean texture|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|l2|1e-05|100|0.46|0.5029585798816568|144|2|214|40
worst smoothness|mean texture|l2|1e-05|1000|0.4625|0.4970414201183432|145|1|214|40
worst smoothness|mean texture|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|l2|0.001|100|0.4625|0.4970414201183432|145|1|214|40
worst smoothness|mean texture|l2|0.001|1000|0.42|0.44970414201183434|145|1|231|23
worst smoothness|mean texture|l2|0.1|10|0.61|0.6390532544378699|134|12|144|110
worst smoothness|mean texture|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|elasticnet|1e-05|100|0.46|0.5029585798816568|144|2|214|40
worst smoothness|mean texture|elasticnet|1e-05|1000|0.4625|0.4970414201183432|145|1|214|40
worst smoothness|mean texture|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|elasticnet|0.001|100|0.4625|0.4970414201183432|145|1|214|40
worst smoothness|mean texture|elasticnet|0.001|1000|0.42|0.44970414201183434|145|1|231|23
worst smoothness|mean texture|elasticnet|0.1|10|0.61|0.6390532544378699|134|12|144|110
worst smoothness|mean texture|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean texture|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst area|None|1e-05|10|0.55|0.5857988165680473|145|1|179|75
worst smoothness|worst area|None|1e-05|100|0.8325|0.8520710059171598|84|62|5|249
worst smoothness|worst area|None|1e-05|1000|0.7875|0.834319526627219|129|17|68|186
worst smoothness|worst area|None|0.001|10|0.55|0.5857988165680473|145|1|179|75
worst smoothness|worst area|None|0.001|100|0.8325|0.8520710059171598|84|62|5|249
worst smoothness|worst area|None|0.001|1000|0.7875|0.834319526627219|129|17|68|186
worst smoothness|worst area|None|0.1|10|0.55|0.5857988165680473|145|1|179|75
worst smoothness|worst area|None|0.1|100|0.8325|0.8520710059171598|84|62|5|249
worst smoothness|worst area|None|0.1|1000|0.7875|0.834319526627219|129|17|68|186
worst smoothness|worst area|None|10.0|10|0.55|0.5857988165680473|145|1|179|75
worst smoothness|worst area|None|10.0|100|0.8325|0.8520710059171598|84|62|5|249
worst smoothness|worst area|None|10.0|1000|0.7875|0.834319526627219|129|17|68|186
worst smoothness|worst area|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst area|l1|1e-05|100|0.8325|0.8402366863905325|82|64|3|251
worst smoothness|worst area|l1|1e-05|1000|0.805|0.8579881656804734|125|21|57|197
worst smoothness|worst area|l1|0.001|10|0.645|0.7159763313609467|141|5|137|117
worst smoothness|worst area|l1|0.001|100|0.8325|0.8402366863905325|82|64|3|251
worst smoothness|worst area|l1|0.001|1000|0.7775|0.8165680473372781|131|15|74|180
worst smoothness|worst area|l1|0.1|10|0.75|0.7692307692307693|138|8|92|162
worst smoothness|worst area|l1|0.1|100|0.575|0.6153846153846154|145|1|169|85
worst smoothness|worst area|l1|0.1|1000|0.795|0.834319526627219|127|19|63|191
worst smoothness|worst area|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst area|l1|10.0|100|0.8525|0.8994082840236687|114|32|27|227
worst smoothness|worst area|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst area|l2|1e-05|10|0.5625|0.591715976331361|145|1|174|80
worst smoothness|worst area|l2|1e-05|100|0.83|0.8520710059171598|82|64|4|250
worst smoothness|worst area|l2|1e-05|1000|0.7775|0.8224852071005917|132|14|75|179
worst smoothness|worst area|l2|0.001|10|0.575|0.6094674556213018|145|1|169|85
worst smoothness|worst area|l2|0.001|100|0.5775|0.621301775147929|145|1|168|86
worst smoothness|worst area|l2|0.001|1000|0.785|0.8284023668639053|129|17|69|185
worst smoothness|worst area|l2|0.1|10|0.4775|0.514792899408284|146|0|209|45
worst smoothness|worst area|l2|0.1|100|0.4725|0.5088757396449705|146|0|211|43
worst smoothness|worst area|l2|0.1|1000|0.5375|0.5621301775147929|145|1|184|70
worst smoothness|worst area|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst area|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst area|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst area|elasticnet|1e-05|10|0.5625|0.591715976331361|145|1|174|80
worst smoothness|worst area|elasticnet|1e-05|100|0.83|0.8520710059171598|82|64|4|250
worst smoothness|worst area|elasticnet|1e-05|1000|0.7775|0.8224852071005917|132|14|75|179
worst smoothness|worst area|elasticnet|0.001|10|0.575|0.6094674556213018|145|1|169|85
worst smoothness|worst area|elasticnet|0.001|100|0.5775|0.621301775147929|145|1|168|86
worst smoothness|worst area|elasticnet|0.001|1000|0.785|0.8284023668639053|129|17|69|185
worst smoothness|worst area|elasticnet|0.1|10|0.4775|0.514792899408284|146|0|209|45
worst smoothness|worst area|elasticnet|0.1|100|0.4725|0.5088757396449705|146|0|211|43
worst smoothness|worst area|elasticnet|0.1|1000|0.5375|0.5621301775147929|145|1|184|70
worst smoothness|worst area|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst area|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst area|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|None|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|None|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|None|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|None|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|None|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|None|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|None|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|None|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|None|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|None|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|None|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|None|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l1|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l1|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l1|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l1|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l2|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l2|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l2|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l2|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l2|0.1|100|0.3725|0.38461538461538464|146|0|251|3
worst smoothness|worst fractal dimension|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|elasticnet|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|elasticnet|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|elasticnet|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|elasticnet|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|elasticnet|0.1|100|0.3725|0.38461538461538464|146|0|251|3
worst smoothness|worst fractal dimension|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|worst fractal dimension|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|None|1e-05|10|0.9|0.9349112426035503|119|27|13|241
worst smoothness|mean concave points|None|1e-05|100|0.85|0.834319526627219|137|9|51|203
worst smoothness|mean concave points|None|1e-05|1000|0.8525|0.8461538461538461|136|10|49|205
worst smoothness|mean concave points|None|0.001|10|0.9|0.9349112426035503|119|27|13|241
worst smoothness|mean concave points|None|0.001|100|0.85|0.834319526627219|137|9|51|203
worst smoothness|mean concave points|None|0.001|1000|0.8525|0.8461538461538461|136|10|49|205
worst smoothness|mean concave points|None|0.1|10|0.9|0.9349112426035503|119|27|13|241
worst smoothness|mean concave points|None|0.1|100|0.85|0.834319526627219|137|9|51|203
worst smoothness|mean concave points|None|0.1|1000|0.8525|0.8461538461538461|136|10|49|205
worst smoothness|mean concave points|None|10.0|10|0.9|0.9349112426035503|119|27|13|241
worst smoothness|mean concave points|None|10.0|100|0.85|0.834319526627219|137|9|51|203
worst smoothness|mean concave points|None|10.0|1000|0.8525|0.8461538461538461|136|10|49|205
worst smoothness|mean concave points|l1|1e-05|10|0.9|0.9349112426035503|119|27|13|241
worst smoothness|mean concave points|l1|1e-05|100|0.85|0.834319526627219|136|10|50|204
worst smoothness|mean concave points|l1|1e-05|1000|0.855|0.8402366863905325|137|9|49|205
worst smoothness|mean concave points|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|l1|0.001|100|0.8975|0.9349112426035503|122|24|17|237
worst smoothness|mean concave points|l1|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|l2|1e-05|10|0.895|0.9289940828402367|117|29|13|241
worst smoothness|mean concave points|l2|1e-05|100|0.8725|0.8875739644970414|136|10|41|213
worst smoothness|mean concave points|l2|1e-05|1000|0.8775|0.893491124260355|136|10|39|215
worst smoothness|mean concave points|l2|0.001|10|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|mean concave points|l2|0.001|100|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|mean concave points|l2|0.001|1000|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|mean concave points|l2|0.1|10|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|mean concave points|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|elasticnet|1e-05|10|0.895|0.9289940828402367|117|29|13|241
worst smoothness|mean concave points|elasticnet|1e-05|100|0.8725|0.8875739644970414|136|10|41|213
worst smoothness|mean concave points|elasticnet|1e-05|1000|0.8775|0.893491124260355|136|10|39|215
worst smoothness|mean concave points|elasticnet|0.001|10|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|mean concave points|elasticnet|0.001|100|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|mean concave points|elasticnet|0.001|1000|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|mean concave points|elasticnet|0.1|10|0.3925|0.40236686390532544|146|0|243|11
worst smoothness|mean concave points|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean concave points|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean area|None|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean area|None|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean area|None|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean area|None|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean area|None|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean area|None|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean area|None|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean area|None|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean area|None|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst smoothness|mean area|None|10.0|10|0.365|0.3905325443786982|146|0|254|0
