fx|fy|penalty|alpha|iter|ee|ev|verdaderos_negativos|falsos_negativos|falsos_positivos|verdaderos_positivos
worst texture|worst compactness|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|l2|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|l2|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|l2|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|l2|0.001|1000|0.3825|0.40236686390532544|143|3|244|10
worst texture|worst compactness|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|elasticnet|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|elasticnet|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|elasticnet|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|elasticnet|0.001|1000|0.3825|0.40236686390532544|143|3|244|10
worst texture|worst compactness|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst compactness|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|None|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|None|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|None|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|None|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|None|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|None|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|None|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|None|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|None|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|None|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|None|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|None|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l1|1e-05|100|0.41|0.42011834319526625|146|0|236|18
worst texture|worst concavity|l1|1e-05|1000|0.5625|0.5029585798816568|128|18|157|97
worst texture|worst concavity|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l1|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l1|0.001|1000|0.4325|0.4378698224852071|142|4|223|31
worst texture|worst concavity|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l2|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l2|1e-05|1000|0.425|0.4378698224852071|143|3|227|27
worst texture|worst concavity|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l2|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l2|0.001|1000|0.4575|0.44970414201183434|125|21|196|58
worst texture|worst concavity|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|elasticnet|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|elasticnet|1e-05|1000|0.425|0.4378698224852071|143|3|227|27
worst texture|worst concavity|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|elasticnet|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|elasticnet|0.001|1000|0.4575|0.44970414201183434|125|21|196|58
worst texture|worst concavity|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst concavity|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst perimeter|None|1e-05|10|0.81|0.8165680473372781|110|36|40|214
worst texture|worst perimeter|None|1e-05|100|0.81|0.8698224852071006|88|58|18|236
worst texture|worst perimeter|None|1e-05|1000|0.785|0.7810650887573964|131|15|71|183
worst texture|worst perimeter|None|0.001|10|0.81|0.8165680473372781|110|36|40|214
worst texture|worst perimeter|None|0.001|100|0.81|0.8698224852071006|88|58|18|236
worst texture|worst perimeter|None|0.001|1000|0.785|0.7810650887573964|131|15|71|183
worst texture|worst perimeter|None|0.1|10|0.81|0.8165680473372781|110|36|40|214
worst texture|worst perimeter|None|0.1|100|0.81|0.8698224852071006|88|58|18|236
worst texture|worst perimeter|None|0.1|1000|0.785|0.7810650887573964|131|15|71|183
worst texture|worst perimeter|None|10.0|10|0.81|0.8165680473372781|110|36|40|214
worst texture|worst perimeter|None|10.0|100|0.81|0.8698224852071006|88|58|18|236
worst texture|worst perimeter|None|10.0|1000|0.785|0.7810650887573964|131|15|71|183
worst texture|worst perimeter|l1|1e-05|10|0.8075|0.8284023668639053|80|66|11|243
worst texture|worst perimeter|l1|1e-05|100|0.81|0.8402366863905325|97|49|27|227
worst texture|worst perimeter|l1|1e-05|1000|0.7575|0.7751479289940828|131|15|82|172
worst texture|worst perimeter|l1|0.001|10|0.815|0.8165680473372781|112|34|40|214
worst texture|worst perimeter|l1|0.001|100|0.8125|0.8402366863905325|97|49|26|228
worst texture|worst perimeter|l1|0.001|1000|0.79|0.7869822485207101|131|15|69|185
worst texture|worst perimeter|l1|0.1|10|0.49|0.5325443786982249|144|2|202|52
worst texture|worst perimeter|l1|0.1|100|0.815|0.8284023668639053|102|44|30|224
worst texture|worst perimeter|l1|0.1|1000|0.6275|0.6686390532544378|139|7|142|112
worst texture|worst perimeter|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst perimeter|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst perimeter|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst perimeter|l2|1e-05|10|0.7275|0.7455621301775148|133|13|96|158
worst texture|worst perimeter|l2|1e-05|100|0.8075|0.8579881656804734|87|59|18|236
worst texture|worst perimeter|l2|1e-05|1000|0.745|0.757396449704142|132|14|88|166
worst texture|worst perimeter|l2|0.001|10|0.795|0.8047337278106509|121|25|57|197
worst texture|worst perimeter|l2|0.001|100|0.8125|0.8461538461538461|84|62|13|241
worst texture|worst perimeter|l2|0.001|1000|0.7625|0.7633136094674556|132|14|81|173
worst texture|worst perimeter|l2|0.1|10|0.58|0.6449704142011834|142|4|164|90
worst texture|worst perimeter|l2|0.1|100|0.8025|0.8284023668639053|89|57|22|232
worst texture|worst perimeter|l2|0.1|1000|0.37|0.41420118343195267|146|0|252|2
worst texture|worst perimeter|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst perimeter|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst perimeter|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst perimeter|elasticnet|1e-05|10|0.7275|0.7455621301775148|133|13|96|158
worst texture|worst perimeter|elasticnet|1e-05|100|0.8075|0.8579881656804734|87|59|18|236
worst texture|worst perimeter|elasticnet|1e-05|1000|0.745|0.757396449704142|132|14|88|166
worst texture|worst perimeter|elasticnet|0.001|10|0.795|0.8047337278106509|121|25|57|197
worst texture|worst perimeter|elasticnet|0.001|100|0.8125|0.8461538461538461|84|62|13|241
worst texture|worst perimeter|elasticnet|0.001|1000|0.7625|0.7633136094674556|132|14|81|173
worst texture|worst perimeter|elasticnet|0.1|10|0.58|0.6449704142011834|142|4|164|90
worst texture|worst perimeter|elasticnet|0.1|100|0.8025|0.8284023668639053|89|57|22|232
worst texture|worst perimeter|elasticnet|0.1|1000|0.37|0.41420118343195267|146|0|252|2
worst texture|worst perimeter|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst perimeter|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst perimeter|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|None|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|None|1e-05|100|0.5275|0.5443786982248521|128|18|171|83
worst texture|mean symmetry|None|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|None|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|None|0.001|100|0.5275|0.5443786982248521|128|18|171|83
worst texture|mean symmetry|None|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|None|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|None|0.1|100|0.5275|0.5443786982248521|128|18|171|83
worst texture|mean symmetry|None|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|None|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|None|10.0|100|0.5275|0.5443786982248521|128|18|171|83
worst texture|mean symmetry|None|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l1|1e-05|100|0.3725|0.3905325443786982|146|0|251|3
worst texture|mean symmetry|l1|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l1|0.001|10|0.3675|0.3905325443786982|146|0|253|1
worst texture|mean symmetry|l1|0.001|100|0.3775|0.39644970414201186|146|0|249|5
worst texture|mean symmetry|l1|0.001|1000|0.425|0.4437869822485207|138|8|222|32
worst texture|mean symmetry|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l2|1e-05|100|0.525|0.5384615384615384|132|14|176|78
worst texture|mean symmetry|l2|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l2|0.001|10|0.3875|0.40236686390532544|144|2|243|11
worst texture|mean symmetry|l2|0.001|100|0.375|0.39644970414201186|145|1|249|5
worst texture|mean symmetry|l2|0.001|1000|0.37|0.3905325443786982|143|3|249|5
worst texture|mean symmetry|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|elasticnet|1e-05|100|0.525|0.5384615384615384|132|14|176|78
worst texture|mean symmetry|elasticnet|1e-05|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|elasticnet|0.001|10|0.3875|0.40236686390532544|144|2|243|11
worst texture|mean symmetry|elasticnet|0.001|100|0.375|0.39644970414201186|145|1|249|5
worst texture|mean symmetry|elasticnet|0.001|1000|0.37|0.3905325443786982|143|3|249|5
worst texture|mean symmetry|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean symmetry|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|None|1e-05|10|0.3725|0.40236686390532544|146|0|251|3
worst texture|mean texture|None|1e-05|100|0.4725|0.4970414201183432|143|3|208|46
worst texture|mean texture|None|1e-05|1000|0.6825|0.6804733727810651|128|18|109|145
worst texture|mean texture|None|0.001|10|0.3725|0.40236686390532544|146|0|251|3
worst texture|mean texture|None|0.001|100|0.4725|0.4970414201183432|143|3|208|46
worst texture|mean texture|None|0.001|1000|0.6825|0.6804733727810651|128|18|109|145
worst texture|mean texture|None|0.1|10|0.3725|0.40236686390532544|146|0|251|3
worst texture|mean texture|None|0.1|100|0.4725|0.4970414201183432|143|3|208|46
worst texture|mean texture|None|0.1|1000|0.6825|0.6804733727810651|128|18|109|145
worst texture|mean texture|None|10.0|10|0.3725|0.40236686390532544|146|0|251|3
worst texture|mean texture|None|10.0|100|0.4725|0.4970414201183432|143|3|208|46
worst texture|mean texture|None|10.0|1000|0.6825|0.6804733727810651|128|18|109|145
worst texture|mean texture|l1|1e-05|10|0.3725|0.40236686390532544|146|0|251|3
worst texture|mean texture|l1|1e-05|100|0.4725|0.4970414201183432|143|3|208|46
worst texture|mean texture|l1|1e-05|1000|0.4425|0.48520710059171596|144|2|221|33
worst texture|mean texture|l1|0.001|10|0.3675|0.39644970414201186|146|0|253|1
worst texture|mean texture|l1|0.001|100|0.4775|0.4970414201183432|143|3|206|48
worst texture|mean texture|l1|0.001|1000|0.55|0.5621301775147929|141|5|175|79
worst texture|mean texture|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|l1|0.1|100|0.5125|0.5443786982248521|143|3|192|62
worst texture|mean texture|l1|0.1|1000|0.4225|0.44970414201183434|145|1|230|24
worst texture|mean texture|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|l2|1e-05|10|0.3675|0.39644970414201186|146|0|253|1
worst texture|mean texture|l2|1e-05|100|0.475|0.5029585798816568|143|3|207|47
worst texture|mean texture|l2|1e-05|1000|0.54|0.5621301775147929|141|5|179|75
worst texture|mean texture|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|l2|0.001|100|0.4525|0.4911242603550296|145|1|218|36
worst texture|mean texture|l2|0.001|1000|0.4225|0.46153846153846156|145|1|230|24
worst texture|mean texture|l2|0.1|10|0.6225|0.6449704142011834|132|14|137|117
worst texture|mean texture|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|elasticnet|1e-05|10|0.3675|0.39644970414201186|146|0|253|1
worst texture|mean texture|elasticnet|1e-05|100|0.475|0.5029585798816568|143|3|207|47
worst texture|mean texture|elasticnet|1e-05|1000|0.54|0.5621301775147929|141|5|179|75
worst texture|mean texture|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|elasticnet|0.001|100|0.4525|0.4911242603550296|145|1|218|36
worst texture|mean texture|elasticnet|0.001|1000|0.4225|0.46153846153846156|145|1|230|24
worst texture|mean texture|elasticnet|0.1|10|0.6225|0.6449704142011834|132|14|137|117
worst texture|mean texture|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|mean texture|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|None|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|None|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|None|1e-05|1000|0.3975|0.3905325443786982|143|3|238|16
worst texture|worst smoothness|None|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|None|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|None|0.001|1000|0.3975|0.3905325443786982|143|3|238|16
worst texture|worst smoothness|None|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|None|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|None|0.1|1000|0.3975|0.3905325443786982|143|3|238|16
worst texture|worst smoothness|None|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|None|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|None|10.0|1000|0.3975|0.3905325443786982|143|3|238|16
worst texture|worst smoothness|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l1|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l1|1e-05|1000|0.37|0.38461538461538464|145|1|251|3
worst texture|worst smoothness|l1|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l1|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l1|0.001|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l1|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l1|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l1|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l1|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l2|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l2|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l2|1e-05|1000|0.4|0.3905325443786982|142|4|236|18
worst texture|worst smoothness|l2|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l2|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l2|0.001|1000|0.38|0.39644970414201186|143|3|245|9
worst texture|worst smoothness|l2|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l2|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l2|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|elasticnet|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|elasticnet|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|elasticnet|1e-05|1000|0.4|0.3905325443786982|142|4|236|18
worst texture|worst smoothness|elasticnet|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|elasticnet|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|elasticnet|0.001|1000|0.38|0.39644970414201186|143|3|245|9
worst texture|worst smoothness|elasticnet|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|elasticnet|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|elasticnet|0.1|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst smoothness|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst area|None|1e-05|10|0.6375|0.6745562130177515|145|1|144|110
worst texture|worst area|None|1e-05|100|0.89|0.9053254437869822|115|31|13|241
worst texture|worst area|None|1e-05|1000|0.88|0.8994082840236687|112|34|14|240
worst texture|worst area|None|0.001|10|0.6375|0.6745562130177515|145|1|144|110
worst texture|worst area|None|0.001|100|0.89|0.9053254437869822|115|31|13|241
worst texture|worst area|None|0.001|1000|0.88|0.8994082840236687|112|34|14|240
worst texture|worst area|None|0.1|10|0.6375|0.6745562130177515|145|1|144|110
worst texture|worst area|None|0.1|100|0.89|0.9053254437869822|115|31|13|241
worst texture|worst area|None|0.1|1000|0.88|0.8994082840236687|112|34|14|240
worst texture|worst area|None|10.0|10|0.6375|0.6745562130177515|145|1|144|110
worst texture|worst area|None|10.0|100|0.89|0.9053254437869822|115|31|13|241
worst texture|worst area|None|10.0|1000|0.88|0.8994082840236687|112|34|14|240
worst texture|worst area|l1|1e-05|10|0.7325|0.7810650887573964|138|8|99|155
worst texture|worst area|l1|1e-05|100|0.875|0.9053254437869822|106|40|10|244
worst texture|worst area|l1|1e-05|1000|0.8075|0.834319526627219|132|14|63|191
worst texture|worst area|l1|0.001|10|0.6825|0.7218934911242604|143|3|124|130
worst texture|worst area|l1|0.001|100|0.885|0.9053254437869822|118|28|18|236
worst texture|worst area|l1|0.001|1000|0.8075|0.834319526627219|132|14|63|191
worst texture|worst area|l1|0.1|10|0.525|0.5502958579881657|145|1|189|65
worst texture|worst area|l1|0.1|100|0.57|0.6094674556213018|145|1|171|83
worst texture|worst area|l1|0.1|1000|0.8075|0.8579881656804734|126|20|57|197
worst texture|worst area|l1|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst area|l1|10.0|100|0.8525|0.8994082840236687|114|32|27|227
worst texture|worst area|l1|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst area|l2|1e-05|10|0.6425|0.6745562130177515|145|1|142|112
worst texture|worst area|l2|1e-05|100|0.8875|0.9053254437869822|115|31|14|240
worst texture|worst area|l2|1e-05|1000|0.8225|0.8520710059171598|126|20|51|203
worst texture|worst area|l2|0.001|10|0.485|0.5029585798816568|146|0|206|48
worst texture|worst area|l2|0.001|100|0.835|0.8520710059171598|85|61|5|249
worst texture|worst area|l2|0.001|1000|0.825|0.8579881656804734|124|22|48|206
worst texture|worst area|l2|0.1|10|0.48|0.514792899408284|146|0|208|46
worst texture|worst area|l2|0.1|100|0.4725|0.5088757396449705|146|0|211|43
worst texture|worst area|l2|0.1|1000|0.5375|0.5621301775147929|145|1|184|70
worst texture|worst area|l2|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst area|l2|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst area|l2|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst area|elasticnet|1e-05|10|0.6425|0.6745562130177515|145|1|142|112
worst texture|worst area|elasticnet|1e-05|100|0.8875|0.9053254437869822|115|31|14|240
worst texture|worst area|elasticnet|1e-05|1000|0.8225|0.8520710059171598|126|20|51|203
worst texture|worst area|elasticnet|0.001|10|0.485|0.5029585798816568|146|0|206|48
worst texture|worst area|elasticnet|0.001|100|0.835|0.8520710059171598|85|61|5|249
worst texture|worst area|elasticnet|0.001|1000|0.825|0.8579881656804734|124|22|48|206
worst texture|worst area|elasticnet|0.1|10|0.48|0.514792899408284|146|0|208|46
worst texture|worst area|elasticnet|0.1|100|0.4725|0.5088757396449705|146|0|211|43
worst texture|worst area|elasticnet|0.1|1000|0.5375|0.5621301775147929|145|1|184|70
worst texture|worst area|elasticnet|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst area|elasticnet|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst area|elasticnet|10.0|1000|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|None|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|None|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|None|1e-05|1000|0.45|0.4437869822485207|124|22|198|56
worst texture|worst fractal dimension|None|0.001|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|None|0.001|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|None|0.001|1000|0.45|0.4437869822485207|124|22|198|56
worst texture|worst fractal dimension|None|0.1|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|None|0.1|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|None|0.1|1000|0.45|0.4437869822485207|124|22|198|56
worst texture|worst fractal dimension|None|10.0|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|None|10.0|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|None|10.0|1000|0.45|0.4437869822485207|124|22|198|56
worst texture|worst fractal dimension|l1|1e-05|10|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l1|1e-05|100|0.365|0.3905325443786982|146|0|254|0
worst texture|worst fractal dimension|l1|1e-05|1000|0.37|0.3905325443786982|146|0|252|2
